job_id,employment_type,average_salary,benefits,remote,job_posting_url,posting_date,closing_date
60,Contract,75710,"Health insurance, Dental insurance, Professional development assistance",False,http://www.hicks-cruz.com/,12/25/2024,12/26/2024
61,Internship,73474,"Remote work options, Professional development assistance, Childcare benefits",True,http://www.white-jackson.com/,12/25/2024,12/26/2024
62,Part-time,85546,"Health insurance, Dental insurance, Professional development assistance",True,https://www.barnes.com/,12/25/2024,12/26/2024
63,Full-time,124167,"Paid time off, Retirement plan, Parental leave",True,http://www.miller.com/,12/25/2024,12/26/2024
64,Contract,107719,"Gym membership, Health insurance, Vision insurance",False,http://contreras.com/,12/25/2024,12/26/2024
65,Part-time,49427,"Gym membership, Health insurance, Vision insurance",False,https://harper.com/,12/25/2024,12/26/2024
66,Internship,51202,"Health insurance, Dental insurance, Professional development assistance",False,http://www.carr.org/,12/25/2024,12/26/2024
67,Part-time,80592,"Health insurance, Dental insurance, Professional development assistance",True,http://www.greene.info/,12/25/2024,12/26/2024
68,Part-time,132058,"Gym membership, Health insurance, Vision insurance",True,https://griffith.com/,12/25/2024,12/26/2024
69,Part-time,124465,"Remote work options, Professional development assistance, Childcare benefits",True,http://www.williams-rogers.net/,12/25/2024,12/26/2024
70,Internship,89580,"Health insurance, Dental insurance, Professional development assistance",True,http://www.flores.info/,12/25/2024,12/26/2024
71,Contract,147188,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.mendez.com/,12/25/2024,12/26/2024
72,Internship,103227,"Paid time off, Retirement plan, Parental leave",False,http://www.castro-allen.info/,12/25/2024,12/26/2024
73,Contract,89425,"Health insurance, Dental insurance, Professional development assistance",True,https://morris-sims.com/,12/25/2024,12/26/2024
74,Internship,114889,"Gym membership, Health insurance, Vision insurance",False,http://www.browning.com/,12/25/2024,12/26/2024
75,Part-time,84093,"Remote work options, Professional development assistance, Childcare benefits",False,https://www.brown-turner.com/,12/25/2024,12/26/2024
76,Part-time,73826,"Gym membership, Health insurance, Vision insurance",True,http://www.liu.com/,12/25/2024,12/26/2024
77,Part-time,81630,"Paid time off, Retirement plan, Parental leave",False,https://www.bush-smith.com/,12/25/2024,12/26/2024
78,Contract,149842,"Gym membership, Health insurance, Vision insurance",True,http://www.compton.org/,12/25/2024,12/26/2024
79,Part-time,77170,"Gym membership, Health insurance, Vision insurance",True,http://mccoy.com/,12/25/2024,12/26/2024
80,Internship,79400,"Health insurance, Dental insurance, Professional development assistance",False,https://www.jones.com/,12/25/2024,12/26/2024
81,Full-time,144132,"Paid time off, Retirement plan, Parental leave",False,http://www.snyder.com/,12/25/2024,12/26/2024
82,Part-time,137345,"Health insurance, Dental insurance, Professional development assistance",False,http://www.clark-baker.com/,12/25/2024,12/26/2024
83,Internship,50137,"Health insurance, Dental insurance, Professional development assistance",False,http://garrett.com/,12/25/2024,12/26/2024
84,Full-time,99356,"Health insurance, Dental insurance, Professional development assistance",True,https://mason-cordova.info/,12/25/2024,12/26/2024
85,Full-time,108195,"Health insurance, Dental insurance, Professional development assistance",True,http://www.barker.net/,12/25/2024,12/26/2024
86,Part-time,65579,"Gym membership, Health insurance, Vision insurance",True,http://scott-graves.com/,12/25/2024,12/26/2024
87,Internship,116230,"Health insurance, Dental insurance, Professional development assistance",False,https://www.chavez-rodriguez.biz/,12/25/2024,12/26/2024
88,Part-time,144244,"Remote work options, Professional development assistance, Childcare benefits",False,https://www.lewis-sanchez.info/,12/25/2024,12/26/2024
89,Contract,125781,"Health insurance, Dental insurance, Professional development assistance",False,http://moore-mcconnell.com/,12/25/2024,12/26/2024
90,Full-time,51989,"Paid time off, Retirement plan, Parental leave",False,http://www.green.com/,12/25/2024,12/26/2024
91,Internship,120209,"Paid time off, Retirement plan, Parental leave",False,http://www.nguyen-briggs.net/,12/25/2024,12/26/2024
92,Part-time,110475,"Remote work options, Professional development assistance, Childcare benefits",True,http://www.garcia.biz/,12/25/2024,12/26/2024
93,Full-time,133166,"Remote work options, Professional development assistance, Childcare benefits",True,http://www.mcdonald.net/,12/25/2024,12/26/2024
94,Contract,112818,"Remote work options, Professional development assistance, Childcare benefits",False,https://www.adams.com/,12/25/2024,12/26/2024
95,Part-time,102686,"Gym membership, Health insurance, Vision insurance",False,https://love.info/,12/25/2024,12/26/2024
96,Full-time,97159,"Paid time off, Retirement plan, Parental leave",False,https://harrison-lewis.info/,12/25/2024,12/26/2024
97,Full-time,63710,"Paid time off, Retirement plan, Parental leave",False,https://wilson.net/,12/25/2024,12/26/2024
98,Part-time,53350,"Gym membership, Health insurance, Vision insurance",False,https://www.hart.com/,12/25/2024,12/26/2024
99,Part-time,75292,"Health insurance, Dental insurance, Professional development assistance",True,http://www.smith.com/,12/25/2024,12/26/2024
100,Full-time,45732,"Health insurance, Dental insurance, Professional development assistance",True,http://james.biz/,12/25/2024,12/26/2024
101,Internship,101610,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.sparks.org/,12/25/2024,12/26/2024
102,Part-time,57919,"Paid time off, Retirement plan, Parental leave",True,http://martinez.com/,12/25/2024,12/26/2024
103,Part-time,84970,"Paid time off, Retirement plan, Parental leave",False,http://www.bishop-gardner.net/,12/25/2024,12/26/2024
104,Full-time,93920,"Gym membership, Health insurance, Vision insurance",False,http://www.lloyd-simon.net/,12/25/2024,12/26/2024
105,Internship,57159,"Paid time off, Retirement plan, Parental leave",False,http://davis.net/,12/25/2024,12/26/2024
106,Full-time,126235,"Remote work options, Professional development assistance, Childcare benefits",False,https://www.smith.info/,12/25/2024,12/26/2024
107,Full-time,133183,"Gym membership, Health insurance, Vision insurance",False,http://www.hughes.org/,12/25/2024,12/26/2024
108,Full-time,113701,"Paid time off, Retirement plan, Parental leave",True,https://white-nguyen.com/,12/25/2024,12/26/2024
109,Contract,41411,"Paid time off, Retirement plan, Parental leave",False,https://bell.info/,12/25/2024,12/26/2024
110,Contract,62120,"Paid time off, Retirement plan, Parental leave",False,http://www.davis.net/,12/25/2024,12/26/2024
111,Full-time,114404,"Gym membership, Health insurance, Vision insurance",True,http://www.larson.com/,12/25/2024,12/26/2024
112,Internship,44023,"Gym membership, Health insurance, Vision insurance",False,https://delacruz-matthews.com/,12/25/2024,12/26/2024
113,Part-time,131564,"Gym membership, Health insurance, Vision insurance",False,https://www.barnes.com/,12/25/2024,12/26/2024
114,Internship,62547,"Gym membership, Health insurance, Vision insurance",True,https://www.newman-rangel.net/,12/25/2024,12/26/2024
115,Contract,134945,"Paid time off, Retirement plan, Parental leave",False,https://lucero-watts.com/,12/25/2024,12/26/2024
116,Part-time,121827,"Gym membership, Health insurance, Vision insurance",False,http://www.calderon.info/,12/25/2024,12/26/2024
117,Full-time,125864,"Gym membership, Health insurance, Vision insurance",False,https://www.murphy-smith.com/,12/25/2024,12/26/2024
118,Full-time,136333,"Gym membership, Health insurance, Vision insurance",False,http://www.pratt.com/,12/25/2024,12/26/2024
119,Full-time,129806,"Paid time off, Retirement plan, Parental leave",False,http://www.le.com/,12/25/2024,12/26/2024
120,Contract,94755,"Remote work options, Professional development assistance, Childcare benefits",False,http://www.mcclain-murillo.info/,12/25/2024,12/26/2024
121,Contract,131756,"Paid time off, Retirement plan, Parental leave",True,https://clark.com/,12/25/2024,12/26/2024
122,Internship,134428,"Paid time off, Retirement plan, Parental leave",True,https://roberts.com/,12/25/2024,12/26/2024
123,Full-time,61717,"Gym membership, Health insurance, Vision insurance",True,https://www.keith.com/,12/25/2024,12/26/2024
124,Full-time,121877,"Paid time off, Retirement plan, Parental leave",False,http://wells-powell.com/,12/25/2024,12/26/2024
125,Contract,94545,"Paid time off, Retirement plan, Parental leave",True,http://serrano-jones.com/,12/25/2024,12/26/2024
126,Contract,64992,"Remote work options, Professional development assistance, Childcare benefits",True,http://www.lewis-gray.com/,12/25/2024,12/26/2024
127,Part-time,82035,"Health insurance, Dental insurance, Professional development assistance",False,https://www.carroll-burns.net/,12/25/2024,12/26/2024
128,Full-time,125690,"Gym membership, Health insurance, Vision insurance",True,http://www.gonzales.biz/,12/25/2024,12/26/2024
129,Full-time,79897,"Health insurance, Dental insurance, Professional development assistance",False,http://www.jones.com/,12/25/2024,12/26/2024
130,Contract,66684,"Paid time off, Retirement plan, Parental leave",True,http://mathews-jones.com/,12/25/2024,12/26/2024
131,Internship,134390,"Paid time off, Retirement plan, Parental leave",False,http://ball.biz/,12/25/2024,12/26/2024
132,Full-time,65715,"Health insurance, Dental insurance, Professional development assistance",True,https://bennett.com/,12/25/2024,12/26/2024
133,Full-time,130604,"Health insurance, Dental insurance, Professional development assistance",True,http://howard.com/,12/25/2024,12/26/2024
134,Full-time,98731,"Remote work options, Professional development assistance, Childcare benefits",True,http://davis.org/,12/25/2024,12/26/2024
135,Contract,79943,"Health insurance, Dental insurance, Professional development assistance",True,https://harris.info/,12/25/2024,12/26/2024
136,Internship,41734,"Gym membership, Health insurance, Vision insurance",True,https://riley.com/,12/25/2024,12/26/2024
137,Part-time,75272,"Paid time off, Retirement plan, Parental leave",False,http://yates.com/,12/25/2024,12/26/2024
138,Full-time,64334,"Paid time off, Retirement plan, Parental leave",False,http://ward-ellis.com/,12/25/2024,12/26/2024
139,Part-time,99254,"Gym membership, Health insurance, Vision insurance",False,https://www.smith.info/,12/25/2024,12/26/2024
140,Full-time,148859,"Paid time off, Retirement plan, Parental leave",False,http://www.sandoval.biz/,12/25/2024,12/26/2024
141,Contract,71219,"Health insurance, Dental insurance, Professional development assistance",True,https://www.curry.com/,12/25/2024,12/26/2024
142,Full-time,93681,"Health insurance, Dental insurance, Professional development assistance",False,http://fuller-carr.info/,12/25/2024,12/26/2024
143,Internship,72350,"Gym membership, Health insurance, Vision insurance",False,https://wall.com/,12/25/2024,12/26/2024
144,Full-time,44476,"Health insurance, Dental insurance, Professional development assistance",False,https://gordon.com/,12/25/2024,12/26/2024
145,Internship,58275,"Paid time off, Retirement plan, Parental leave",False,https://www.lucas.com/,12/25/2024,12/26/2024
146,Contract,45038,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.myers.info/,12/25/2024,12/26/2024
147,Full-time,44721,"Remote work options, Professional development assistance, Childcare benefits",True,http://www.robertson.net/,12/25/2024,12/26/2024
148,Contract,92810,"Gym membership, Health insurance, Vision insurance",False,http://randall.com/,12/25/2024,12/26/2024
149,Internship,94189,"Gym membership, Health insurance, Vision insurance",False,http://clark.com/,12/25/2024,12/26/2024
150,Internship,105243,"Paid time off, Retirement plan, Parental leave",False,https://www.williams.com/,12/25/2024,12/26/2024
151,Internship,147634,"Remote work options, Professional development assistance, Childcare benefits",True,http://www.morrison.com/,12/25/2024,12/26/2024
152,Part-time,140651,"Gym membership, Health insurance, Vision insurance",True,https://hernandez-smith.info/,12/25/2024,12/26/2024
153,Full-time,92362,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.turner.com/,12/25/2024,12/26/2024
154,Full-time,61579,"Health insurance, Dental insurance, Professional development assistance",False,http://www.barrett.com/,12/25/2024,12/26/2024
155,Full-time,61262,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.lee-saunders.com/,12/25/2024,12/26/2024
156,Part-time,111581,"Paid time off, Retirement plan, Parental leave",True,https://www.martin.com/,12/25/2024,12/26/2024
157,Part-time,105166,"Gym membership, Health insurance, Vision insurance",True,http://massey-spencer.com/,12/25/2024,12/26/2024
158,Full-time,136367,"Paid time off, Retirement plan, Parental leave",True,http://www.novak.com/,12/25/2024,12/26/2024
159,Internship,127520,"Remote work options, Professional development assistance, Childcare benefits",True,http://fuentes.com/,12/25/2024,12/26/2024
160,Internship,128322,"Health insurance, Dental insurance, Professional development assistance",False,https://roberts-west.com/,12/25/2024,12/26/2024
161,Full-time,117509,"Remote work options, Professional development assistance, Childcare benefits",False,http://burton-humphrey.com/,12/25/2024,12/26/2024
162,Part-time,70758,"Gym membership, Health insurance, Vision insurance",False,https://www.sanders.com/,12/25/2024,12/26/2024
163,Part-time,113955,"Gym membership, Health insurance, Vision insurance",True,https://www.benjamin-mcclure.com/,12/25/2024,12/26/2024
164,Internship,99948,"Paid time off, Retirement plan, Parental leave",True,https://www.phillips.com/,12/25/2024,12/26/2024
165,Part-time,64811,"Gym membership, Health insurance, Vision insurance",True,http://www.schroeder.info/,12/25/2024,12/26/2024
166,Full-time,56023,"Remote work options, Professional development assistance, Childcare benefits",False,http://www.prince.com/,12/25/2024,12/26/2024
167,Part-time,59678,"Paid time off, Retirement plan, Parental leave",False,https://price.com/,12/25/2024,12/26/2024
168,Full-time,93556,"Health insurance, Dental insurance, Professional development assistance",False,http://cole.com/,12/25/2024,12/26/2024
169,Internship,133142,"Gym membership, Health insurance, Vision insurance",True,https://mccoy.com/,12/25/2024,12/26/2024
170,Contract,137482,"Gym membership, Health insurance, Vision insurance",True,https://www.moran.info/,12/25/2024,12/26/2024
171,Full-time,134465,"Health insurance, Dental insurance, Professional development assistance",True,https://johnson.com/,12/25/2024,12/26/2024
172,Internship,40429,"Gym membership, Health insurance, Vision insurance",True,http://www.powers.info/,12/25/2024,12/26/2024
173,Full-time,131740,"Remote work options, Professional development assistance, Childcare benefits",False,https://williams.com/,12/25/2024,12/26/2024
174,Full-time,121013,"Remote work options, Professional development assistance, Childcare benefits",True,http://www.cabrera.info/,12/25/2024,12/26/2024
175,Internship,147012,"Health insurance, Dental insurance, Professional development assistance",True,http://www.mathis-logan.com/,12/25/2024,12/26/2024
176,Contract,117012,"Health insurance, Dental insurance, Professional development assistance",False,https://fisher.com/,12/25/2024,12/26/2024
177,Full-time,145280,"Health insurance, Dental insurance, Professional development assistance",True,http://www.james.com/,12/25/2024,12/26/2024
178,Internship,73339,"Health insurance, Dental insurance, Professional development assistance",True,http://www.davis.com/,12/25/2024,12/26/2024
179,Internship,146730,"Remote work options, Professional development assistance, Childcare benefits",True,https://brady-warner.com/,12/25/2024,12/26/2024
180,Full-time,45537,"Health insurance, Dental insurance, Professional development assistance",True,https://patel.com/,12/25/2024,12/26/2024
181,Contract,57020,"Paid time off, Retirement plan, Parental leave",False,https://powell.com/,12/25/2024,12/26/2024
182,Full-time,128404,"Health insurance, Dental insurance, Professional development assistance",True,http://bowen-bailey.info/,12/25/2024,12/26/2024
183,Full-time,141414,"Gym membership, Health insurance, Vision insurance",False,http://rivera.biz/,12/25/2024,12/26/2024
184,Part-time,64820,"Paid time off, Retirement plan, Parental leave",False,https://reid-barnes.com/,12/25/2024,12/26/2024
185,Part-time,112851,"Remote work options, Professional development assistance, Childcare benefits",True,http://nelson.com/,12/25/2024,12/26/2024
186,Part-time,61011,"Health insurance, Dental insurance, Professional development assistance",False,http://lee.com/,12/25/2024,12/26/2024
187,Full-time,45368,"Remote work options, Professional development assistance, Childcare benefits",True,http://dillon.com/,12/25/2024,12/26/2024
188,Contract,102479,"Paid time off, Retirement plan, Parental leave",False,https://www.snyder.com/,12/25/2024,12/26/2024
189,Contract,79926,"Gym membership, Health insurance, Vision insurance",False,https://johns-bender.org/,12/25/2024,12/26/2024
190,Contract,90230,"Health insurance, Dental insurance, Professional development assistance",False,http://www.wallace-gonzales.com/,12/25/2024,12/26/2024
191,Internship,147608,"Health insurance, Dental insurance, Professional development assistance",True,https://www.hicks.com/,12/25/2024,12/26/2024
192,Contract,85853,"Health insurance, Dental insurance, Professional development assistance",True,https://www.vaughan-brock.com/,12/25/2024,12/26/2024
193,Internship,75755,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.hoover.com/,12/25/2024,12/26/2024
194,Internship,62309,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.jones.com/,12/25/2024,12/26/2024
195,Part-time,109047,"Remote work options, Professional development assistance, Childcare benefits",True,https://nichols.com/,12/25/2024,12/26/2024
196,Contract,45910,"Health insurance, Dental insurance, Professional development assistance",False,http://www.doyle-kennedy.com/,12/25/2024,12/26/2024
197,Contract,49341,"Paid time off, Retirement plan, Parental leave",False,https://cordova.com/,12/25/2024,12/26/2024
198,Contract,82706,"Remote work options, Professional development assistance, Childcare benefits",True,http://dixon.com/,12/25/2024,12/26/2024
199,Contract,114849,"Remote work options, Professional development assistance, Childcare benefits",False,http://www.wolfe.com/,12/25/2024,12/26/2024
200,Contract,79981,"Remote work options, Professional development assistance, Childcare benefits",True,https://kidd.com/,12/25/2024,12/26/2024
201,Contract,144763,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.brown-harrison.info/,12/25/2024,12/26/2024
202,Internship,107976,"Paid time off, Retirement plan, Parental leave",False,http://www.russell-buck.com/,12/25/2024,12/26/2024
203,Full-time,49975,"Gym membership, Health insurance, Vision insurance",False,http://moore-snyder.com/,12/25/2024,12/26/2024
204,Contract,78012,"Health insurance, Dental insurance, Professional development assistance",False,http://phillips-hernandez.com/,12/25/2024,12/26/2024
205,Internship,101720,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.martinez.com/,12/25/2024,12/26/2024
206,Part-time,108815,"Health insurance, Dental insurance, Professional development assistance",False,http://www.middleton-tate.info/,12/25/2024,12/26/2024
207,Full-time,88420,"Gym membership, Health insurance, Vision insurance",False,https://kim-munoz.com/,12/25/2024,12/26/2024
208,Part-time,113728,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.booker-hampton.com/,12/25/2024,12/26/2024
209,Internship,119709,"Health insurance, Dental insurance, Professional development assistance",True,https://mason.biz/,12/25/2024,12/26/2024
210,Internship,137836,"Paid time off, Retirement plan, Parental leave",False,https://www.bullock-rios.com/,12/25/2024,12/26/2024
211,Contract,80019,"Remote work options, Professional development assistance, Childcare benefits",True,https://www.daugherty-lopez.net/,12/25/2024,12/26/2024
212,Contract,106777,"Remote work options, Professional development assistance, Childcare benefits",False,http://www.boyd-scott.com/,12/25/2024,12/26/2024
213,Internship,96674,"Gym membership, Health insurance, Vision insurance",False,http://www.diaz.com/,12/25/2024,12/26/2024
214,Part-time,143497,"Remote work options, Professional development assistance, Childcare benefits",False,http://www.mahoney-farmer.info/,12/25/2024,12/26/2024
215,Contract,136481,"Remote work options, Professional development assistance, Childcare benefits",True,http://www.kelly.com/,12/25/2024,12/26/2024
216,Internship,109370,"Remote work options, Professional development assistance, Childcare benefits",True,http://beltran.org/,12/25/2024,12/26/2024
217,Part-time,62838,"Health insurance, Dental insurance, Professional development assistance",True,https://www.lee-brown.com/,12/25/2024,12/26/2024
218,Contract,48377,"Gym membership, Health insurance, Vision insurance",True,http://www.martin.com/,12/25/2024,12/26/2024
219,Full-time,115446,"Health insurance, Dental insurance, Professional development assistance",True,http://www.anderson.com/,12/25/2024,12/26/2024
220,Part-time,147955,"Health insurance, Dental insurance, Professional development assistance",True,https://www.smith.com/,12/25/2024,12/26/2024
221,Part-time,99818,"Remote work options, Professional development assistance, Childcare benefits",False,https://fischer.biz/,12/25/2024,12/26/2024
222,Part-time,57505,"Gym membership, Health insurance, Vision insurance",True,https://bradley.com/,12/25/2024,12/26/2024
223,Full-time,110848,"Health insurance, Dental insurance, Professional development assistance",False,https://walker-page.com/,12/25/2024,12/26/2024
224,Contract,117541,"Paid time off, Retirement plan, Parental leave",True,http://www.smith.biz/,12/25/2024,12/26/2024
225,Contract,117302,"Gym membership, Health insurance, Vision insurance",True,http://mason.com/,12/25/2024,12/26/2024
226,Full-time,93613,"Paid time off, Retirement plan, Parental leave",False,https://jones.net/,12/25/2024,12/26/2024
227,Part-time,105337,"Health insurance, Dental insurance, Professional development assistance",False,https://www.foster.net/,12/25/2024,12/26/2024
228,Part-time,47687,"Gym membership, Health insurance, Vision insurance",False,http://www.taylor.net/,12/25/2024,12/26/2024
229,Part-time,131904,"Health insurance, Dental insurance, Professional development assistance",False,http://long.com/,12/25/2024,12/26/2024
230,Full-time,114632,"Gym membership, Health insurance, Vision insurance",False,https://mcdaniel.biz/,12/25/2024,12/26/2024
231,Full-time,147039,"Gym membership, Health insurance, Vision insurance",False,https://hancock.com/,12/25/2024,12/26/2024
232,Part-time,146327,"Paid time off, Retirement plan, Parental leave",False,https://smith.info/,12/25/2024,12/26/2024
233,Full-time,64864,"Health insurance, Dental insurance, Professional development assistance",True,http://www.nguyen-thompson.com/,12/25/2024,12/26/2024
234,Part-time,83281,"Health insurance, Dental insurance, Professional development assistance",False,http://norman.com/,12/25/2024,12/26/2024
235,Full-time,131800,"Paid time off, Retirement plan, Parental leave",False,http://www.anderson-moore.com/,12/25/2024,12/26/2024
236,Internship,40753,"Gym membership, Health insurance, Vision insurance",False,https://castaneda.com/,12/25/2024,12/26/2024
237,Internship,91469,"Paid time off, Retirement plan, Parental leave",True,http://www.li.com/,12/25/2024,12/26/2024
238,Full-time,96285,"Health insurance, Dental insurance, Professional development assistance",False,http://www.baker.com/,12/25/2024,12/26/2024
239,Contract,59966,"Gym membership, Health insurance, Vision insurance",True,https://www.harmon-mayo.com/,12/25/2024,12/26/2024
